"1",175595,172117.424157413,179461.851115037,177010.173248207
"2",171615,167498.664534726,179395.912310494,175809.053977832
"3",173042,167772.676188858,179135.901791059,175591.036820128
"4",173362,168394.489199626,179311.041799949,175279.862703638
"5",174626,172089.635509504,178907.571496723,175416.057778749
"6",182454,178512.882868076,178565.156303175,175171.321463691
"7",186509,190439.742618665,176705.310455826,175159.565124986
"8",197753,196392.672246496,178834.862878566,175521.521952988
"9",197906,196768.337722198,178254.79371141,175254.422835597
"10",190832,197160.653008688,176219.282720253,175359.849929378
"11",176198,193546.526982186,176201.533681224,182397.677783391
"12",172683,186736.125709916,176241.348145328,181096.608665603
"13",163722,180823.699246783,175726.460664867,177043.645061922
"14",158115,175844.197516988,175727.963555506,178282.8363329
"15",152016,170492.298665353,175712.352737228,179058.920367128
"16",146850,167698.192961954,175612.292281627,178957.548353149
"17",148671,168511.897648621,175605.978084467,179066.796764248
"18",155635,178712.269412714,175614.848383259,179554.76870175
"19",158753,194238.960357779,175608.333597175,178902.358568082
"20",166581,199154.990271438,175635.305246373,176336.316436131
"21",171347,196544.097345012,175628.805134326,175203.241268438
"22",165898,192271.178867429,176074.578967568,185044.628724073
"23",155800,184404.364201744,175806.678137627,176001.996515241
"24",146381,175641.100884349,177667.107735916,180922.08830287
"25",140421,170915.0503998,177254.341456563,179815.373044009
"26",135244,168065.6654244,175698.881810217,175160.683136189
"27",140573,168267.368178152,175971.905899692,175634.201270662
"28",139524,168843.905547719,175738.107650772,175159.67654464
"29",145006,172728.830585701,175892.980711901,175217.038609287
"30",154863,182353.378334944,176194.879580735,181604.382192866
"31",178520,195130.460778853,175767.184258758,175464.370735577
"32",186959,200142.425076897,175740.857078068,176155.803352925
"33",187361,197527.886148677,175671.99711386,177040.738343841
"34",182458,194584.301365793,175613.189177581,175362.993040882
"35",175528,190855.808947476,175600.462889851,175166.347429427
"36",166811,184839.635239798,175598.380330057,175159.534488846
"37",163647,179408.125738411,175597.919040373,175159.534488846
"38",159507,175977.145268996,175597.201979492,175159.538800273
"39",157783,173981.945270848,175597.200561879,175159.536390233
"40",157379,170680.158314424,175597.313548833,175159.539194703
"41",160531,172002.877244786,175597.947620631,175160.739040956
"42",166346,180659.984833284,175598.704071705,175416.159582719
"43",172158,193188.568398574,175599.335740512,177152.290465104
"44",177689,196474.776748754,175602.550336806,176912.720616808
"45",180444,195712.176467616,175616.968410967,176999.145542226
"46",173090,192678.301324457,175608.541044133,178870.33672707
"47",156331,185749.110978077,175611.396998731,178673.191824812
"48",140525,176109.156464778,175615.410618347,178293.98261629
"49",130609,171541.954513913,175618.572221517,180166.221215981
"50",125040,169911.080067423,175654.677685863,183266.207421593
"51",122347,170916.508048934,175620.587132825,175302.315741535
"52",123189,174267.685281197,175543.024134768,175702.629181004
"53",131599,181547.828680966,175610.751276807,175275.043801829
"54",145728,192695.783269004,175568.392229991,181244.425812121
"55",165926,206296.362783845,175609.790147715,181949.831179555
"56",185411,211652.030471199,180918.132665148,185119.121848248
"57",195609,209496.161348034,180859.64354182,182656.815105452
"58",210974,206079.805668263,182891.117175319,185102.971461722
"59",222453,201898.907968395,182870.029156659,185114.391238386
"60",227331,195125.658188134,183033.940021036,185031.198617294
"61",225203,190356.279360027,180201.697384909,179904.333870156
"62",220950,187297.733745098,180710.442647005,182615.304484598
"63",214505,184755.330803804,183806.715444131,185118.837755461
"64",212108,183166.203207576,183838.53968166,185119.471427646
"65",218385,185115.674779648,186476.953743714,185119.513225925
"66",232454,192796.320894079,186480.767063386,185119.409332926
"67",241268,202027.517408001,186574.396724059,185114.563355818
"68",241452,203507.089433427,186835.436900936,185115.682117035
"69",235968,200429.869553589,186591.830337051,185086.090877336
"70",226537,196067.947899615,186660.446094441,185102.350453806
"71",213930,189329.019084909,187231.115029238,185073.6981056
"72",197930,178799.659933005,187179.444640442,185117.639316119
"73",193657,172713.939658639,187187.5754271,185112.368783023
"74",193999,169269.560317088,185666.914831241,185066.502951753
"75",195916,169759.926004227,187259.263919189,185108.630205821
"76",197126,173025.173136856,185792.485729927,184616.066146774
"77",206150,178933.003705072,186114.881056865,184957.778469324
"78",222991,189358.645295818,184623.359529732,185088.334404296
"79",255249,201872.346715203,184664.840619272,184794.86665585
"80",263652,208989.086412773,184525.40471218,183507.750274897
"81",243228,209118.37043767,187184.939672991,185011.012382008
"82",235306,207174.211161454,187134.253404647,185117.672390323
"83",227519,204486.539266964,186932.366620636,185117.492025093
"84",221163,199038.931211552,184049.371258014,185119.462481302
"85",214140,194615.069464457,183522.833570535,185115.88323849
"86",210225,190373.775441717,181972.431996209,185113.661990301
"87",204149,186988.712801026,183360.028887117,185115.626676169
"88",199542,184994.410505825,184532.814783095,185116.303861592
"89",204831,186358.835230179,181851.698456303,185116.76071328
"90",219537,192902.034192702,181914.667282386,185112.591526299
"91",227602,202088.593983576,183354.069580917,185050.21398996
"92",231729,203082.885361109,179402.108168746,178848.196594461
"93",235619,199208.90720449,183811.981109353,184995.999206357
"94",226029,195421.967532409,179201.760581829,175695.981748201
"95",216916,189489.314341655,179730.318850594,175209.34914369
"96",207579,181097.347008342,185531.77218009,180361.983889902
"97",203882,174837.589189879,187193.179388463,184927.105961946
"98",200845,170623.631703569,187193.624121162,185117.255920567
"99",206585,170027.562718966,187543.664061661,185116.090284453
"100",208311,172510.336768009,187561.730492787,185110.162236137
"101",217393,178433.776104317,187377.961116608,185119.181325631
"102",226697,189019.844007582,187293.43287338,185119.181225203
"103",247669,201741.160194957,185539.662819482,185098.914723299
"104",249651,208380.396626852,180058.384164023,184842.334630353
"105",231052,208385.665295411,185021.812768774,184733.340672451
"106",221165,206277.667336561,184701.92308287,184168.839099286
"107",214166,203030.339389748,184788.480031076,185116.076197021
"108",208404,197519.579256975,184566.59266152,185117.492409244
"109",202353,191792.373628239,181731.072266557,185089.985350575
"110",196255,187771.577099803,180297.158016945,184936.08502062
"111",192277,184538.668534239,181519.007829581,185056.425333528
"112",189793,183192.621558733,180312.499065658,185090.543918255
"113",194771,185022.869122236,181468.087940577,183738.65722726
"114",204452,192389.673072135,181637.32628926,184947.777257965
"115",212184,201624.337558947,180270.795848705,181555.968670921
"116",224959,203322.662376127,179121.177586292,178495.195919644
"117",222565,199532.656846219,179340.774654723,177122.924510152
"118",213258,195072.651428365,179078.991779624,176230.341400459
"119",192475,188755.682436367,178963.67972059,180817.048318501
"120",177550,180558.453320451,184861.55730029,180181.008177812
"121",174937,173973.979806758,184623.516284718,178889.408464592
"122",171294,169719.695553026,180302.08503261,181501.255553578
"123",172806,169012.269270843,180333.391272414,180305.705217912
"124",183122,170799.75313833,180153.70014317,178642.299693032
"125",191512,176110.264578448,179191.773144829,176787.897308369
"126",207523,186734.859941697,179123.687187373,175400.29424239
"127",228197,199446.460678746,180724.656882571,185105.73026618
"128",238352,206406.600752228,179324.624111726,183170.884620964
"129",213882,206692.352338247,178849.269363134,182849.63646464
"130",196180,205220.426454938,177107.020938801,183392.391065435
"131",190469,202466.506527146,179084.800354513,183589.645155172
"132",181187,197369.025104462,178404.265917191,178599.450413314
